time,requests
2021-03-18 10:40:00+00:00,790836
2021-03-18 10:50:00+00:00,772013
2021-03-18 11:00:00+00:00,807987
2021-03-18 11:10:00+00:00,806399
2021-03-18 11:20:00+00:00,792604
2021-03-18 11:30:00+00:00,789211
2021-03-18 11:40:00+00:00,793994
2021-03-18 11:50:00+00:00,818989
2021-03-18 12:00:00+00:00,816082
2021-03-18 12:10:00+00:00,777208
2021-03-18 12:20:00+00:00,811093
2021-03-18 12:30:00+00:00,819525
2021-03-18 12:40:00+00:00,852393
2021-03-18 12:50:00+00:00,888088
2021-03-18 13:00:00+00:00,851131
2021-03-18 13:10:00+00:00,850423
2021-03-18 13:20:00+00:00,850880
2021-03-18 13:30:00+00:00,816439
2021-03-18 13:40:00+00:00,852733
2021-03-18 13:50:00+00:00,862532
2021-03-18 14:00:00+00:00,793130
2021-03-18 14:10:00+00:00,856787
2021-03-18 14:20:00+00:00,829682
2021-03-18 14:30:00+00:00,844622
2021-03-18 14:40:00+00:00,856910
2021-03-18 14:50:00+00:00,869876
2021-03-18 15:00:00+00:00,877241
2021-03-18 15:10:00+00:00,868511
2021-03-18 15:20:00+00:00,860673
2021-03-18 15:30:00+00:00,875263
2021-03-18 15:40:00+00:00,925441
2021-03-18 15:50:00+00:00,951179
2021-03-18 16:00:00+00:00,957177
2021-03-18 16:10:00+00:00,930058
2021-03-18 16:20:00+00:00,928120
2021-03-18 16:30:00+00:00,983928
2021-03-18 16:40:00+00:00,999947
2021-03-18 16:50:00+00:00,995602
2021-03-18 17:00:00+00:00,1023198
2021-03-18 17:10:00+00:00,1006135
2021-03-18 17:20:00+00:00,1041089
2021-03-18 17:30:00+00:00,1020253
2021-03-18 17:40:00+00:00,1023533
2021-03-18 17:50:00+00:00,1023960
2021-03-18 18:00:00+00:00,1042295
2021-03-18 18:10:00+00:00,981224
2021-03-18 18:20:00+00:00,969444
2021-03-18 18:30:00+00:00,993105
2021-03-18 18:40:00+00:00,1049194
2021-03-18 18:50:00+00:00,1050188
2021-03-18 19:00:00+00:00,946362
2021-03-18 19:10:00+00:00,1002435
2021-03-18 19:20:00+00:00,959590
2021-03-18 19:30:00+00:00,930060
2021-03-18 19:40:00+00:00,954217
2021-03-18 19:50:00+00:00,943731
2021-03-18 20:00:00+00:00,841075
2021-03-18 20:10:00+00:00,820206
2021-03-18 20:20:00+00:00,814568
2021-03-18 20:30:00+00:00,792844
2021-03-18 20:40:00+00:00,759184
2021-03-18 20:50:00+00:00,724010
2021-03-18 21:00:00+00:00,713309
2021-03-18 21:10:00+00:00,703156
2021-03-18 21:20:00+00:00,670570
2021-03-18 21:30:00+00:00,658164
2021-03-18 21:40:00+00:00,651968
2021-03-18 21:50:00+00:00,601454
2021-03-18 22:00:00+00:00,556747
2021-03-18 22:10:00+00:00,558794
2021-03-18 22:20:00+00:00,541136
2021-03-18 22:30:00+00:00,512193
2021-03-18 22:40:00+00:00,488639
2021-03-18 22:50:00+00:00,472862
2021-03-18 23:00:00+00:00,467437
2021-03-18 23:10:00+00:00,483607
2021-03-18 23:20:00+00:00,481161
2021-03-18 23:30:00+00:00,455080
2021-03-18 23:40:00+00:00,479177
2021-03-18 23:50:00+00:00,470709
2021-03-19 00:00:00+00:00,466362
2021-03-19 00:10:00+00:00,483029
2021-03-19 00:20:00+00:00,487107
2021-03-19 00:30:00+00:00,509679
2021-03-19 00:40:00+00:00,500778
2021-03-19 00:50:00+00:00,501956
2021-03-19 01:00:00+00:00,487442
2021-03-19 01:10:00+00:00,474836
2021-03-19 01:20:00+00:00,450455
2021-03-19 01:30:00+00:00,433025
2021-03-19 01:40:00+00:00,409583
2021-03-19 01:50:00+00:00,402530
2021-03-19 02:00:00+00:00,423609
2021-03-19 02:10:00+00:00,438141
2021-03-19 02:20:00+00:00,436737
2021-03-19 02:30:00+00:00,425112
2021-03-19 02:40:00+00:00,426524
2021-03-19 02:50:00+00:00,398125
2021-03-19 03:00:00+00:00,387329
2021-03-19 03:10:00+00:00,363326
2021-03-19 03:20:00+00:00,370171
2021-03-19 03:30:00+00:00,369722
2021-03-19 03:40:00+00:00,358645
2021-03-19 03:50:00+00:00,365833
2021-03-19 04:00:00+00:00,368171
2021-03-19 04:10:00+00:00,380500
2021-03-19 04:20:00+00:00,372756
2021-03-19 04:30:00+00:00,382157
2021-03-19 04:40:00+00:00,368396
2021-03-19 04:50:00+00:00,361904
2021-03-19 05:00:00+00:00,372904
2021-03-19 05:10:00+00:00,380593
2021-03-19 05:20:00+00:00,375106
2021-03-19 05:30:00+00:00,374954
2021-03-19 05:40:00+00:00,372435
2021-03-19 05:50:00+00:00,367351
2021-03-19 06:00:00+00:00,397967
2021-03-19 06:10:00+00:00,405646
2021-03-19 06:20:00+00:00,412732
2021-03-19 06:30:00+00:00,439965
2021-03-19 06:40:00+00:00,462908
2021-03-19 06:50:00+00:00,464516
2021-03-19 07:00:00+00:00,512405
2021-03-19 07:10:00+00:00,520050
2021-03-19 07:20:00+00:00,558529
2021-03-19 07:30:00+00:00,560963
2021-03-19 07:40:00+00:00,603582
2021-03-19 07:50:00+00:00,605758
2021-03-19 08:00:00+00:00,604886
2021-03-19 08:10:00+00:00,655952
2021-03-19 08:20:00+00:00,663825
2021-03-19 08:30:00+00:00,666489
2021-03-19 08:40:00+00:00,663418
2021-03-19 08:50:00+00:00,679984
2021-03-19 09:00:00+00:00,681128
2021-03-19 09:10:00+00:00,702492
2021-03-19 09:20:00+00:00,737887
2021-03-19 09:30:00+00:00,747892
2021-03-19 09:40:00+00:00,781581
2021-03-19 09:50:00+00:00,774985
2021-03-19 10:00:00+00:00,784713
2021-03-19 10:10:00+00:00,795313
2021-03-19 10:20:00+00:00,804837
2021-03-19 10:30:00+00:00,803465
2021-03-19 10:40:00+00:00,797011
2021-03-19 10:50:00+00:00,788339
2021-03-19 11:00:00+00:00,776416
2021-03-19 11:10:00+00:00,744998
2021-03-19 11:20:00+00:00,746460
2021-03-19 11:30:00+00:00,748308
2021-03-19 11:40:00+00:00,760662
2021-03-19 11:50:00+00:00,777910
2021-03-19 12:00:00+00:00,777368
2021-03-19 12:10:00+00:00,794333
2021-03-19 12:20:00+00:00,798105
2021-03-19 12:30:00+00:00,810745
2021-03-19 12:40:00+00:00,822049
2021-03-19 12:50:00+00:00,808513
2021-03-19 13:00:00+00:00,766298
2021-03-19 13:10:00+00:00,752221
2021-03-19 13:20:00+00:00,751815
2021-03-19 13:30:00+00:00,765293
2021-03-19 13:40:00+00:00,768409
2021-03-19 13:50:00+00:00,778026
2021-03-19 14:00:00+00:00,776031
2021-03-19 14:10:00+00:00,799712
2021-03-19 14:20:00+00:00,822028
2021-03-19 14:30:00+00:00,829105
2021-03-19 14:40:00+00:00,849112
2021-03-19 14:50:00+00:00,832233
2021-03-19 15:00:00+00:00,838416
2021-03-19 15:10:00+00:00,815006
2021-03-19 15:20:00+00:00,822660
2021-03-19 15:30:00+00:00,823658
2021-03-19 15:40:00+00:00,845775
2021-03-19 15:50:00+00:00,835968
2021-03-19 16:00:00+00:00,828572
2021-03-19 16:10:00+00:00,832648
2021-03-19 16:20:00+00:00,839868
2021-03-19 16:30:00+00:00,835524
2021-03-19 16:40:00+00:00,844518
2021-03-19 16:50:00+00:00,875991
2021-03-19 17:00:00+00:00,844165
2021-03-19 17:10:00+00:00,865988
2021-03-19 17:20:00+00:00,866608
2021-03-19 17:30:00+00:00,842682
2021-03-19 17:40:00+00:00,875902
2021-03-19 17:50:00+00:00,855175
2021-03-19 18:00:00+00:00,851876
2021-03-19 18:10:00+00:00,835065
2021-03-19 18:20:00+00:00,805525
2021-03-19 18:30:00+00:00,809891
2021-03-19 18:40:00+00:00,804886
2021-03-19 18:50:00+00:00,821165
2021-03-19 19:00:00+00:00,775839
2021-03-19 19:10:00+00:00,776630
2021-03-19 19:20:00+00:00,766026
2021-03-19 19:30:00+00:00,754323
2021-03-19 19:40:00+00:00,770870
2021-03-19 19:50:00+00:00,774669
2021-03-19 20:00:00+00:00,745902
2021-03-19 20:10:00+00:00,725702
2021-03-19 20:20:00+00:00,726187
2021-03-19 20:30:00+00:00,711387
2021-03-19 20:40:00+00:00,696414
2021-03-19 20:50:00+00:00,647961
2021-03-19 21:00:00+00:00,618279
2021-03-19 21:10:00+00:00,603939
2021-03-19 21:20:00+00:00,617802
2021-03-19 21:30:00+00:00,616882
2021-03-19 21:40:00+00:00,594282
2021-03-19 21:50:00+00:00,548539
2021-03-19 22:00:00+00:00,562415
2021-03-19 22:10:00+00:00,560668
2021-03-19 22:20:00+00:00,556123
2021-03-19 22:30:00+00:00,533986
2021-03-19 22:40:00+00:00,517191
2021-03-19 22:50:00+00:00,510443
2021-03-19 23:00:00+00:00,537203
2021-03-19 23:10:00+00:00,522322
2021-03-19 23:20:00+00:00,528203
2021-03-19 23:30:00+00:00,523206
2021-03-19 23:40:00+00:00,531973
2021-03-19 23:50:00+00:00,502426
2021-03-20 00:00:00+00:00,487518
2021-03-20 00:10:00+00:00,509223
2021-03-20 00:20:00+00:00,521662
2021-03-20 00:30:00+00:00,528736
2021-03-20 00:40:00+00:00,515921
2021-03-20 00:50:00+00:00,492244
2021-03-20 01:00:00+00:00,465834
2021-03-20 01:10:00+00:00,437901
2021-03-20 01:20:00+00:00,456708
2021-03-20 01:30:00+00:00,463678
2021-03-20 01:40:00+00:00,447486
2021-03-20 01:50:00+00:00,467591
2021-03-20 02:00:00+00:00,476222
2021-03-20 02:10:00+00:00,471131
2021-03-20 02:20:00+00:00,468468
2021-03-20 02:30:00+00:00,475670
2021-03-20 02:40:00+00:00,454018
2021-03-20 02:50:00+00:00,429553
2021-03-20 03:00:00+00:00,441538
2021-03-20 03:10:00+00:00,449478
2021-03-20 03:20:00+00:00,462627
2021-03-20 03:30:00+00:00,452814
2021-03-20 03:40:00+00:00,447106
2021-03-20 03:50:00+00:00,420567
2021-03-20 04:00:00+00:00,419535
2021-03-20 04:10:00+00:00,456526
2021-03-20 04:20:00+00:00,434514
2021-03-20 04:30:00+00:00,429995
2021-03-20 04:40:00+00:00,428362
2021-03-20 04:50:00+00:00,448224
2021-03-20 05:00:00+00:00,457936
2021-03-20 05:10:00+00:00,461859
2021-03-20 05:20:00+00:00,456821
2021-03-20 05:30:00+00:00,484754
2021-03-20 05:40:00+00:00,477273
2021-03-20 05:50:00+00:00,485731
2021-03-20 06:00:00+00:00,530689
2021-03-20 06:10:00+00:00,536311
2021-03-20 06:20:00+00:00,544011
2021-03-20 06:30:00+00:00,552619
2021-03-20 06:40:00+00:00,587958
2021-03-20 06:50:00+00:00,600887
2021-03-20 07:00:00+00:00,616450
2021-03-20 07:10:00+00:00,630637
2021-03-20 07:20:00+00:00,610216
2021-03-20 07:30:00+00:00,632802
2021-03-20 07:40:00+00:00,660352
2021-03-20 07:50:00+00:00,658828
2021-03-20 08:00:00+00:00,673651
2021-03-20 08:10:00+00:00,680096
2021-03-20 08:20:00+00:00,665187
2021-03-20 08:30:00+00:00,666533
2021-03-20 08:40:00+00:00,674483
2021-03-20 08:50:00+00:00,676203
2021-03-20 09:00:00+00:00,657537
2021-03-20 09:10:00+00:00,651617
2021-03-20 09:20:00+00:00,661511
2021-03-20 09:30:00+00:00,672076
2021-03-20 09:40:00+00:00,675113
2021-03-20 09:50:00+00:00,705107
2021-03-20 10:00:00+00:00,699167
2021-03-20 10:10:00+00:00,701462
2021-03-20 10:20:00+00:00,685948
2021-03-20 10:30:00+00:00,697903
2021-03-20 10:40:00+00:00,755099
2021-03-20 10:50:00+00:00,772386
2021-03-20 11:00:00+00:00,723988
2021-03-20 11:10:00+00:00,716746
2021-03-20 11:20:00+00:00,713960
2021-03-20 11:30:00+00:00,720858
2021-03-20 11:40:00+00:00,749488
2021-03-20 11:50:00+00:00,763126
2021-03-20 12:00:00+00:00,724612
2021-03-20 12:10:00+00:00,728165
2021-03-20 12:20:00+00:00,746407
2021-03-20 12:30:00+00:00,734581
2021-03-20 12:40:00+00:00,780633
2021-03-20 12:50:00+00:00,787717
2021-03-20 13:00:00+00:00,735919
2021-03-20 13:10:00+00:00,731654
2021-03-20 13:20:00+00:00,742567
2021-03-20 13:30:00+00:00,725907
2021-03-20 13:40:00+00:00,738089
2021-03-20 13:50:00+00:00,766289
2021-03-20 14:00:00+00:00,744553
2021-03-20 14:10:00+00:00,744753
2021-03-20 14:20:00+00:00,791353
2021-03-20 14:30:00+00:00,786905
2021-03-20 14:40:00+00:00,816909
2021-03-20 14:50:00+00:00,856357
2021-03-20 15:00:00+00:00,780626
2021-03-20 15:10:00+00:00,794771
2021-03-20 15:20:00+00:00,784670
2021-03-20 15:30:00+00:00,757944
2021-03-20 15:40:00+00:00,785893
2021-03-20 15:50:00+00:00,811155
2021-03-20 16:00:00+00:00,779989
2021-03-20 16:10:00+00:00,795159
2021-03-20 16:20:00+00:00,839320
2021-03-20 16:30:00+00:00,816165
2021-03-20 16:40:00+00:00,820525
2021-03-20 16:50:00+00:00,809817
2021-03-20 17:00:00+00:00,799561
2021-03-20 17:10:00+00:00,825550
2021-03-20 17:20:00+00:00,824186
2021-03-20 17:30:00+00:00,860772
2021-03-20 17:40:00+00:00,858774
2021-03-20 17:50:00+00:00,845354
2021-03-20 18:00:00+00:00,796597
2021-03-20 18:10:00+00:00,770918
2021-03-20 18:20:00+00:00,740686
2021-03-20 18:30:00+00:00,738029
2021-03-20 18:40:00+00:00,739016
2021-03-20 18:50:00+00:00,704464
2021-03-20 19:00:00+00:00,683794
2021-03-20 19:10:00+00:00,688521
2021-03-20 19:20:00+00:00,697824
2021-03-20 19:30:00+00:00,690871
2021-03-20 19:40:00+00:00,679700
2021-03-20 19:50:00+00:00,603423
2021-03-20 20:00:00+00:00,611196
2021-03-20 20:10:00+00:00,598631
2021-03-20 20:20:00+00:00,573447
2021-03-20 20:30:00+00:00,560326
2021-03-20 20:40:00+00:00,584127
2021-03-20 20:50:00+00:00,656412
2021-03-20 21:00:00+00:00,606162
2021-03-20 21:10:00+00:00,596056
2021-03-20 21:20:00+00:00,573181
2021-03-20 21:30:00+00:00,567915
2021-03-20 21:40:00+00:00,545791
2021-03-20 21:50:00+00:00,524699
2021-03-20 22:00:00+00:00,506269
2021-03-20 22:10:00+00:00,502592
2021-03-20 22:20:00+00:00,504181
2021-03-20 22:30:00+00:00,491085
2021-03-20 22:40:00+00:00,487184
2021-03-20 22:50:00+00:00,465530
2021-03-20 23:00:00+00:00,459728
2021-03-20 23:10:00+00:00,455065
2021-03-20 23:20:00+00:00,463535
2021-03-20 23:30:00+00:00,463561
2021-03-20 23:40:00+00:00,468368
2021-03-20 23:50:00+00:00,449039
